scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S001,S001_delivery_0001,command,,label:S001_冰箱先生今天也不收情书,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
S001,S001_delivery_0002,narration,,粉色便签卡在社团冰箱的门缝里。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0042,dialogue,CHR_xia_li,不，它有名字。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0043,dialogue,CHR_xia_li,它叫：如果顾会计愿意睁一只眼闭一只眼，下午数学课就会平安无事。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0044,dialogue,CHR_gu_huai,名字太长。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0045,dialogue,CHR_xia_li,那简称小平安。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0046,dialogue,CHR_gu_huai,像失物招领处的鹦鹉。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0047,dialogue,CHR_xia_li,小平安听见了会哭的。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0048,dialogue,CHR_gu_huai,它是牛奶。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0049,dialogue,CHR_xia_li,牛奶也有自尊！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0050,narration,,她说这句的时候把无名牛奶往怀里收了半厘米。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0051,thought,CHR_gu_huai,啊。她眼睛先找账本夹层。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0052,thought,CHR_gu_huai,牛奶只是陪跑，便签才是主项吧。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0053,narration,,我把账本合上。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0054,narration,,粉色便签的边角从账页里露出一点。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0055,narration,,夏梨的视线飘过去，又立刻飘回来，落在我的小印章上。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0056,dialogue,CHR_xia_li,顾会计。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0057,dialogue,CHR_xia_li,我想咨询一个社团法务问题。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0058,dialogue,CHR_xia_li,如果一张便签贴在冰箱门上，但是它本人没有造成冷藏事故。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0059,dialogue,CHR_xia_li,而且它长得很礼貌，颜色也很积极。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0060,dialogue,CHR_xia_li,那它算违规吗？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0061,dialogue,CHR_gu_huai,本人？,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0062,dialogue,CHR_xia_li,便签本人。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0063,dialogue,CHR_gu_huai,便签没有人格。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0064,dialogue,CHR_xia_li,冰箱先生有，便签小姐也可以有。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0065,dialogue,CHR_gu_huai,社团暂不承认文具拟人权。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0066,dialogue,CHR_xia_li,太落后了！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0067,dialogue,CHR_xia_li,我申请成立文具权益小组，成员包括我、冰箱先生、便签小姐，以及被你说成鹦鹉的小平安。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0068,dialogue,CHR_gu_huai,驳回。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0069,dialogue,CHR_xia_li,这么快？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0070,dialogue,CHR_gu_huai,成员里有两名非人类，一盒乳制品。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0071,dialogue,CHR_xia_li,可是唯一的人类很努力！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0072,narration,,她把手举起来，像课堂抢答，手腕上的橡皮筋滑到袖口。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0073,dialogue,CHR_xia_li,姓名，夏梨。身份，便签小姐临时代理人。诉求，请顾会计归还早上扣押的粉色证物。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0074,dialogue,CHR_xia_li,补充说明，证物很脆弱，长期夹在账本里会沾上财务气味。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0075,dialogue,CHR_gu_huai,财务没有气味。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0076,dialogue,CHR_xia_li,有。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0077,dialogue,CHR_xia_li,像标签纸、圆珠笔、还有“我明明记得但是我偏要装作按流程”的味道。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0078,narration,,她说完就去看冰箱。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0079,narration,,看得太快了。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0080,thought,CHR_gu_huai,糟糕。嗯，这句离柜台太近了。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0081,thought,CHR_gu_huai,她也听见了。手指都去找吸管封膜了。好吧，先当作没听见。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0082,narration,,我把粉色便签从账本里抽出来，放在桌面中央。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0083,dialogue,CHR_gu_huai,违规物。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0084,dialogue,CHR_xia_li,情绪附件。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0085,dialogue,CHR_gu_huai,冷藏项目不接受情绪附件。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0086,dialogue,CHR_xia_li,那如果附件很小呢？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0087,dialogue,CHR_gu_huai,大小不影响性质。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0088,dialogue,CHR_xia_li,如果附件会自己脸红呢？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0089,dialogue,CHR_gu_huai,纸不会脸红。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0090,dialogue,CHR_xia_li,代理人会。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0091,narration,,活动室外，篮球砸到地面的声音从走廊那头弹过来。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0092,narration,,夏梨低头去抠草莓牛奶的吸管封膜。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0093,narration,,她抠了两下，没抠开。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0094,dialogue,CHR_gu_huai,给我。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0095,dialogue,CHR_xia_li,什么？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0096,dialogue,CHR_gu_huai,吸管。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0097,narration,,她把牛奶盒递过来，手指捏着边角，没有全松开。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0098,narration,,我撕开封膜，把吸管插好，再推回去。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0099,dialogue,CHR_xia_li,顾会计，你这个人很危险。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0100,dialogue,CHR_gu_huai,我只是打开吸管。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0101,dialogue,CHR_xia_li,你会把打开吸管说得像办理冷藏许可证。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0102,dialogue,CHR_xia_li,然后当事人还真的会觉得许可证很可靠。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0103,narration,,她咬住吸管，声音低了一点。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0104,dialogue,CHR_xia_li,这很危险。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0105,narration,,粉色便签躺在桌上。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0106,narration,,正面画着冰箱先生。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0107,narration,,背面被折住，我早上没有翻开。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0108,narration,,现在折痕松了一点。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0109,narration,,里面露出两个字。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0110,narration,,顾淮。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0111,thought,CHR_gu_huai,等一下。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0112,thought,CHR_gu_huai,那两个字怎么从折痕里跑出来的。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0113,narration,,夏梨忽然伸手，把便签按住。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0114,dialogue,CHR_xia_li,等、等一下！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0115,dialogue,CHR_xia_li,这个不能算正式证物。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0116,dialogue,CHR_xia_li,它只是……便签小姐的草稿状态。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0117,dialogue,CHR_gu_huai,已经出现收件人。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0118,dialogue,CHR_xia_li,收件人也可以是冷藏代号！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0119,dialogue,CHR_gu_huai,我的名字什么时候变成冷藏代号了。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0120,dialogue,CHR_xia_li,从你开始管理冰箱先生的那天起？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0121,dialogue,CHR_gu_huai,疑问句无效。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0122,dialogue,CHR_xia_li,那我改成陈述句。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0123,dialogue,CHR_xia_li,顾淮同学因长期参与冷藏事务，被社团冰箱亲切授予代号顾淮。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0124,dialogue,CHR_gu_huai,代号和本名一致。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0125,dialogue,CHR_xia_li,方便记忆嘛！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0126,narration,,她的手还按在便签上，指尖把草莓图案压得有点弯。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0127,thought,CHR_gu_huai,嗯。她把冰箱先生推到前线的准备动作，已经做到一半了。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0128,thought,CHR_gu_huai,现在追问，她大概会把它正式推出来吧。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0129,comment,,@choice CHOICE_01 粉色便签处理,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; choice_marker
S001,S001_delivery_0130,choice,,按流程登记为冷藏凭证,,,,,,,CHOICE_01,按流程登记为冷藏凭证,S001_A,,note_as_receipt=true,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=branch_state
S001,S001_delivery_0131,choice,,直接问“这张是给我的吗”,,,,,,,CHOICE_01,直接问“这张是给我的吗”,S001_B,,direct_question=true,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=branch_state
S001,S001_delivery_0132,command,,label:S001_A,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
S001,S001_delivery_0133,dialogue,CHR_gu_huai,可以转为冷藏凭证。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0134,dialogue,CHR_xia_li,啊？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0135,dialogue,CHR_gu_huai,无名牛奶一盒。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0136,dialogue,CHR_gu_huai,凭证一张。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0137,dialogue,CHR_gu_huai,收件人暂不公开。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0138,dialogue,CHR_xia_li,暂不公开？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0139,dialogue,CHR_gu_huai,保护代理人。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
