scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S001,S001R4-021,dialogue,CHR_shaoning,纸上有什么？,追问/低声,alert,邵宁没有碰票根，只看日期,,,,,,,,,voice_shaoning,愿意听
S001,S001R4-022,dialogue,CHR_cenyao,有个名字。后来没了。,碎句/吞名,blank,她用拇指抹开票根上的水,,,,,,,,,voice_cenyao,旧记录
S001,S001R4-023,dialogue,CHR_shaoning,你的？,短问/危险,hard,他的笔尖压弯一根纸纤维,,,,,,,,,voice_shaoning,核心
S001,S001R4-024,dialogue,CHR_cenyao,你先别这么问。,退让/求缓,wet,岑遥看了一眼门玻璃的反光,,,,,,,,,voice_cenyao,怕被听见
S001,S001R4-025,dialogue,CHR_shaoning,十分钟后群里问我要编号。,岗位/期限,hard,邵宁把手机屏扣在桌上,,,,,,,,,voice_shaoning,给现实倒计时
S001,S001R4-026,dialogue,CHR_cenyao,编号给他们，名字别给。,讨价/具体,guarded,她把票根推过来一半,,,,,,,,,voice_cenyao,具体交易
S001,S001R4-027,dialogue,CHR_shaoning,你知道这算什么吗？,追问/责任,alert,他看着那半张票根，没有拿,,,,,,,,,voice_shaoning,代价
S001,S001R4-028,dialogue,CHR_cenyao,算你今晚倒霉。,刺人/求助,guarded,她笑了一下，声音没起来,,,,,,,,,voice_cenyao,求助变刺
S001,S001R4-029,dialogue,CHR_shaoning,倒霉也得签字。,流程/自嘲,neutral,邵宁抽出一张补充说明表,,,,,,,,,voice_shaoning,承担成本
S001,S001R4-030,dialogue,CHR_cenyao,签你的？,反问/试探,wet,她终于看他一眼,,,,,,,,,voice_cenyao,试探
S001,S001R4-031,dialogue,CHR_shaoning,先签我的。,承诺/低声,hard,邵宁把补充说明表压在异常事件表下面,,,,,,,,trust_cenyao+=1,voice_shaoning,关系变化
S001,S001R4-032,choice,,,,,,,,,C001,先核对纸质登记簿,S001_REGISTER,,flag_checked_register_first=true;trust_cenyao+=1;report_delay_minutes+=3,OBJ_register,信任换责任
S001,S001R4-033,choice,,,,,,,,,C001,先接监控备份盘,S001_MONITOR,,flag_checked_monitor_first=true;trust_cenyao-=1;report_delay_minutes-=1,OBJ_turnstile_screen,证明换暴露
S001,S001R4-034,command,,label:S001_REGISTER;,,,,,,,,,,,,,WebGAL标签
S001,S001R4-035,dialogue,CHR_shaoning,三分钟。票根你拿着。,承诺/限制,hard,他把登记簿转到灯下，手指停在纸边,,,,,,,,trust_cenyao+=1,voice_shaoning,有限保护
S001,S001R4-036,dialogue,CHR_cenyao,你不怕被查岗？,反问/软化,wet,岑遥没有把票根收回去,,,,,,,,,voice_cenyao,关心露头
S001,S001R4-037,dialogue,CHR_shaoning,怕。所以别让我白怕。,硬/实际,neutral,邵宁用笔帽压住登记簿页角,,,,,,,,,voice_shaoning,不卖惨
S001,S001R4-038,dialogue,CHR_cenyao,二零二四下面。那道划线。,低声/交证据,blank,她指了一下，又马上缩手,,,,,,,,,voice_cenyao,交线索
S001,S001R4-039,dialogue,CHR_shaoning,划线不是登记员的笔。,判断/专业,alert,邵宁把纸抬到灯下，没有翻下一页,,,,,,,,evidence_old_record_changed=true,SEC_old_record_changed,职业发现
S001,S001R4-040,dialogue,CHR_cenyao,我说了吧。,轻声/撑住,guarded,她嘴角动了一下，没笑成,,,,,,,,,voice_cenyao,得到确认
S001,S001R4-041,dialogue,CHR_shaoning,别急着赢。后面还有章。,提醒/现实,hard,他看见页脚盖章处少了一角红,,,,,,,,,voice_shaoning,现实阻力
S001,S001R4-042,dialogue,CHR_cenyao,章也能补？,反问/希望,wet,她往灯下靠了半步,,,,,,,,,voice_cenyao,希望
S001,S001R4-043,dialogue,CHR_shaoning,能。补的人也能改。,冷/经验,hard,邵宁把补充说明表折了一道,,,,,,,,,voice_shaoning,社会机器不可爱
S001,S001R4-044,command,,jumpLabel:S001_END;,,,,,,,,,,,,,分支结束
S001,S001R4-045,command,,label:S001_MONITOR;,,,,,,,,,,,,,WebGAL标签
S001,S001R4-046,dialogue,CHR_shaoning,站到反光外面。,流程/命令,hard,他接上备用盘，屏幕边缘跳出时间轴,,,,,,,,trust_cenyao-=1,voice_shaoning,监控选择
S001,S001R4-047,dialogue,CHR_cenyao,你还是要把脸拍进去。,平声/后退,blank,岑遥退到门边，肩膀贴上湿玻璃,,,,,,,,,voice_cenyao,信任伤
S001,S001R4-048,dialogue,CHR_shaoning,只看时间，不截人。,补救/限制,neutral,邵宁把画面拖到闸机下半格,,,,,,,,,voice_shaoning,技术遮蔽
S001,S001R4-049,dialogue,CHR_cenyao,你说了算？,反问/不信,guarded,她盯着鼠标，不盯屏幕,,,,,,,,,voice_cenyao,权力质疑
S001,S001R4-050,dialogue,CHR_shaoning,今晚我值班。,岗位/低声,hard,他的手停在导出按钮上,,,,,,,,,voice_shaoning,有限权力
S001,S001R4-051,dialogue,CHR_cenyao,明早呢？,短问/击中,wet,她把票根重新攥皱,,,,,,,,,voice_cenyao,长期风险
S001,S001R4-052,dialogue,CHR_shaoning,明早我下班。,事实/难堪,blank,邵宁没有看她,,,,,,,,,voice_shaoning,承认无力
S001,S001R4-053,dialogue,CHR_cenyao,那你管不了。,刺/冷,guarded,她转身去看门缝里的雨,,,,,,,,,voice_cenyao,撤回信任
S001,S001R4-054,dialogue,CHR_shaoning,所以现在管。,硬/补偿,hard,他把导出文件名改成空闸机,,,,,,,,evidence_record_gap=true,SEC_record_gap,用岗位缝隙保护
S001,S001R4-055,dialogue,CHR_cenyao,空闸机也会说话？,反问/动摇,wet,岑遥看见文件名，手慢慢松开,,,,,,,,,voice_cenyao,开始理解
S001,S001R4-056,dialogue,CHR_shaoning,会。说有人改过时间。,专业/低声,alert,邵宁没有保存人脸画面，只保存时间轴,,,,,,,,,voice_shaoning,证据方向改变
S001,S001R4-057,command,,jumpLabel:S001_END;,,,,,,,,,,,,,分支结束
S001,S001R4-058,command,,label:S001_END;,,,,,,,,,,,,,WebGAL标签
S001,S001R4-059,narration,,站务群又震了一次。邵宁把异常事件表翻到背面，在联系人栏上方压住自己的工牌。,,,登记簿边角的水印慢慢爬过旧章,,,group_buzz,,,,,,OBJ_register,结尾留对象
S001,S001R4-060,narration,,岑遥没有道谢。她把湿票根推到灯下，只推到他够得着的位置。,,,邵宁没有碰票根，先在补充说明表上写下自己的工号,,,,,,,,deadline_station_lock=180;flag_seen_record_gap=true;report_delay_minutes=3,SEC_old_record_changed,结尾不给总结
