scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S001,S001_086,dialogue,CHR_jiangchi,走过来八分钟。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=he_already_calculates
S001,S001_087,dialogue,CHR_linyan,你怎么连这个都算？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=notices_care
S001,S001_088,dialogue,CHR_jiangchi,夜班太闲。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=dodge
S001,S001_089,dialogue,CHR_linyan,闲到替复读生规划午休逃亡路线？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=tease_relation
S001,S001_090,dialogue,CHR_jiangchi,午休。别逃课。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=protective_correction
S001,S001_091,command,,@choice CHOICE_02 雨夜小票,,,,,,,CHOICE_02,,,,,,choice_group
S001,S001_092A,choice,,,,,,,,,CHOICE_02,把小票夹进失物本,S001_093A,,receipt_kept=true,,choice_axis=evidence_risk
S001,S001_092B,choice,,,,,,,,,CHOICE_02,不留小票，只记线索,S001_093B,,receipt_hidden=true,,choice_axis=memory_risk
S001,S001_092A_LABEL,command,,label:S001_093A,,,,,,,,,,receipt_kept,,,branch_label
S001,S001_093A,narration,,我从回收盒里抽出小票，遮住会员号，只留时间和商品。,,,画面/物件状态变化,,,,,,,receipt_kept,,,click_function=object_state
S001,S001_094A,dialogue,CHR_jiangchi,这张不能给你。可以夹在本子里。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=rule_bent
S001,S001_095A,dialogue,CHR_jiangchi,明天何姨看到，会知道我半夜没编故事。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=cost_self
S001,S001_096A,dialogue,CHR_linyan,那你负责被骂？,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=checks_debt
S001,S001_097A,dialogue,CHR_jiangchi,熟练业务。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=dry_accept
S001,S001_092B_LABEL,command,,label:S001_093B,,,,,,,,,,receipt_hidden,,,branch_label
S001,S001_093B,narration,,我把小票折起来，丢进废纸袋。,,,画面/物件状态变化,,,,,,,receipt_hidden,,,click_function=object_removed
S001,S001_094B,dialogue,CHR_jiangchi,十点三十七。水果糖。黑色书包，小学生，拿错伞。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=memory_commitment
S001,S001_095B,dialogue,CHR_jiangchi,我记。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=relation_debt
S001,S001_096B,dialogue,CHR_linyan,你的脑子保质期多久？,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=tests_trust
S001,S001_097B,dialogue,CHR_jiangchi,到明天午休。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=promise
S001,S001_098B,dialogue,CHR_linyan,过期的话，我先预存两句骂。,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=debt_joke
S001,S001_099,command,,@merge CHOICE_02_REJOIN,,,,,,,,,,,,,rejoin
S001,S001_100,narration,,雨声又重了一层。最后一班公交的灯从门外经过，没有停很久。,,,画面/物件状态变化,,,,,,,,,,click_function=time_pressure
S001,S001_101,dialogue,CHR_linyan,我没车了。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=new_problem
S001,S001_102,dialogue,CHR_linyan,家里那边要转一趟，站牌离小区门口还有一段。我爸会问我怎么又淋成这样。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=family_pressure
S001,S001_103,dialogue,CHR_linyan,他说再买就好。可再买太简单了，简单到让人很烦。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=theme_pressure_spoken_personally
S001,S001_104,thought,,黑伞就在柜台下面。拿出来以后，这件事就没法只算失物。,,,内心独白,,,,,,,,,,thought_job=choice_pressure;click_function=POV_decision
S001,S001_105,narration,,我从柜台下面拿出自己的黑伞。挂绳断了一半，伞套边缘磨白。,,,画面/物件状态变化,,,,,,,,,,click_function=object_offer
S001,S001_106,dialogue,CHR_jiangchi,拿这个。我两点下班。雨不停，我跑回去。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=offer_with_cost
S001,S001_107,dialogue,CHR_jiangchi,你明天不来，我把它登记成失物。特征：黑伞，旧，挂绳断，借给一个把收银机叫铁算盘的人。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=callback_hook
S001,S001_108,dialogue,CHR_linyan,你这算威胁还是售后？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=acceptance_pressure
S001,S001_109,dialogue,CHR_jiangchi,流程。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=mask
S001,S001_110,dialogue,CHR_linyan,江迟。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=name_shift
S001,S001_111,dialogue,CHR_jiangchi,嗯。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=receives_name
S001,S001_112,dialogue,CHR_linyan,你别把好心讲得这么像罚单。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=names_mask
S001,S001_113,dialogue,CHR_jiangchi,那你拿不拿。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=practical_reply
S001,S001_114,dialogue,CHR_linyan,我拿了就欠你。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=debt_admitted
S001,S001_115,dialogue,CHR_linyan,我现在欠得有点多。欠我妈一把伞，欠数学卷子一个解释，欠家里一次不发脾气。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=emotional_list
S001,S001_116,dialogue,CHR_linyan,再欠你，我明天过来会很没气势。我这个人主要靠气势营业，你不要砸我饭碗。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=charm_with_cost
S001,S001_117,dialogue,CHR_jiangchi,那记账。欠便利店一把黑伞，欠店员三句骂，欠豆浆一声谢谢。分期还。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=procedure_turns_care
S001,S001_118,dialogue,CHR_linyan,铁算盘一号，你家店员很会放贷。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=accepts_debt
S001,S001_119,command,,@sfx 自动门叮咚,,,,,,自动门叮咚,,,,,,,exit_cue
S001,S001_120,narration,,她撑开黑伞，伞面太大，把她整个人压小了一圈。,,,画面/物件状态变化,,,,,,,,,,click_function=exit_image
S001,S001_121,dialogue,CHR_linyan,江迟！明天别迟到。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=callback_request
S001,S001_122,dialogue,CHR_jiangchi,我夜班。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=dry_fact
S001,S001_123,dialogue,CHR_linyan,那也别。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=soft_close
S001,S001_124,command,,@fadeout,,,,,,,,,,,,,scene_end
S002,S002_000,command,,label:S002_午休四十分钟,,,,便利店_中午_阴,午后空调,自动门叮咚,,,,,,,scene_entry
S002,S002_001,narration,,第二天中午，雨停得不干净。蓝伞找到了，旧牙印被透明胶压在下面。,,,画面/物件状态变化,,,,,,,,,,click_function=state_callback
S002,S002_002,narration,,何姨在失物本旁贴了便签：江迟，便利店没开托儿业务。豆浆钱从工资扣。伞查到了，别摆臭脸。,,,画面/物件状态变化,,,,,,,,,,click_function=heyi_voice+case_resolution
S002,S002_003,dialogue,CHR_linyan,我只待十九分钟。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=entry_pressure
S002,S002_004,dialogue,CHR_linyan,三分钟还伞，两分钟确认蓝伞，一分钟喝豆浆。剩下十三分钟本来打算骂你。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=same_speaker_run_time_plan
S002,S002_005,dialogue,CHR_linyan,路上想了想，骂你太浪费午休，改成赊账。你们店支持赊骂吗？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=charm+relationship_callback
S002,S002_006,dialogue,CHR_jiangchi,可以登记。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=running_joke
S002,S002_007,dialogue,CHR_linyan,你这人真的什么都登记！,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=voice_hit
S002,S002_008,narration,,她把黑伞递回来。伞套上贴着一张小便利贴，歪歪画了个笑脸。,,,画面/物件状态变化,,,,,,,,,,click_function=object_return
S002,S002_009,dialogue,CHR_linyan,还你。没有摔，没有折，没有带它逃课。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=debt_repayment
S002,S002_010,dialogue,CHR_linyan,它昨晚表现很好，就是伞面太大，我爸问我从哪儿领了个移动蘑菇。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=family_callback+joke
S002,S002_011,dialogue,CHR_linyan,我说便利店借的。他沉默三秒，问现在便利店业务这么广？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=world_reaction
S002,S002_012,dialogue,CHR_linyan,我说，是啊，还能收雨，收伞，收复读生的坏脾气。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=theme_as_joke
S002,S002_013,dialogue,CHR_jiangchi,找到了。小孩妈妈早上送来的。伞骨左偏，手柄旧牙印，透明胶三圈。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=object_confirmation
S002,S002_014,narration,,林檐没有马上接。她摸了摸伞柄，指腹停在牙印的位置。,,,画面/物件状态变化,,,,,,,,,,click_function=visible_hesitation
S002,S002_015,thought,,她找回了伞，手却没急着拿走。还有什么东西卡在那圈透明胶下面。,,,内心独白,,,,,,,,,,thought_job=private_inference;click_function=delays_completion
S002,S002_016A,narration,,小票夹在失物本那页。林檐看见十点三十七分，嘴角先动了一下，又压住。,,,画面/物件状态变化,,,,,,,receipt_kept,,,click_function=branch_callback_receipt
S002,S002_017A,dialogue,CHR_linyan,你昨晚把小票留着。,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=recognizes_evidence
S002,S002_018A,dialogue,CHR_linyan,我知道你会办事。可“会办事”和“真的等到明天”，中间还差一点东西。,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_kept,,,click_function=trust_articulation
S002,S002_019A,dialogue,CHR_linyan,这张小票把那一点补上了。,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_kept,trust_plus=1,,click_function=branch_debt_paid
S002,S002_016B,narration,,失物本上没有小票。林檐先看我，又看备注栏。,,,画面/物件状态变化,,,,,,,receipt_hidden,,,click_function=branch_callback_memory
S002,S002_017B,dialogue,CHR_linyan,背一遍。,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=trust_test
S002,S002_018B,dialogue,CHR_jiangchi,十点三十七。水果糖。黑色书包，小学生。拿错伞，早上归还。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,receipt_hidden,,,click_function=memory_performance
S002,S002_019B,dialogue,CHR_linyan,还在缓存里啊。那我昨晚少信你一点，今天补回来一点。你们店收这种账吗？,CHR_linyan,,立绘随台词表情变化,,,,,,,receipt_hidden,trust_repaired=1,,click_function=trust_repaired
S002,S002_020,dialogue,CHR_jiangchi,可以登记。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=rejoin_running_joke
S002,S002_021,dialogue,CHR_linyan,又来！,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=voice_reaction
S002,S002_022,narration,,我把豆浆放到柜台上。杯套写着“午休限定”，字迹被何姨圈了个问号。,,,画面/物件状态变化,,,,,,,,,,click_function=object_callback
S002,S002_023,dialogue,CHR_linyan,这个字是你写的。“限”字站得特别僵，一看就怕被人发现。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=observes_jiangchi
